CONFIGURATION:
{u'simulation': {u'stdev_factor': 0.01, u'power_mgmt_enabled': False, u'tasks': {u'cnn': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 150, u'cpu_core': 200}, u'priority': 2, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}, u'fft': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 100, u'cpu_core': 500}, u'priority': 1, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.0, u'cpu_core': 5.0}, u'deadline': 1000}, u'decoder': {u'mean_service_time': {u'gpu': 150, u'cpu_core': 200}, u'priority': 3, u'stdev_service_time': {u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}}, u'sched_policy_module': u'policies.heft', u'drop': False, u'servers': {u'fft_accel': {u'count': 1}, u'gpu': {u'count': 2}, u'cpu_core': {u'count': 8}}, u'max_tasks_simulated': 10000, u'max_queue_size': 1000000, u'mean_arrival_time': 200, u'arrival_time_scale': 0.6}, u'general': {u'random_seed': 0, u'pre_gen_arrivals': False, u'basename': u'policy:heft__stdev_factor:0.01', u'output_trace_file': None, u'working_dir': u'/home/hiwot/meta-stomp2/sim_09042020_233520', u'input_trace_file': (False, '../user_traces/user_gen_trace.trc'), u'logging_level': u'INFO'}}

/home/hiwot/meta-stomp2/sim_09042020_233520/../user_traces/user_gen_trace.trc

Running STOMP simulation...
Dropped,DAG ID,DAG Priority,DAG Type,Slack,Response Time,No-Affinity Time
0,0,2,5,669,431,119
0,1,1,5,664,436,119
0,2,2,10,693,607,99
0,3,1,5,529,571,155
0,4,2,10,690,610,110
0,5,1,5,526,574,157
0,6,2,5,553,547,142
0,7,2,5,523,577,157
0,8,2,10,744,556,57
0,9,1,10,582,718,107
0,10,1,5,571,529,142
0,11,2,10,746,554,60
0,12,2,5,514,586,155
0,13,1,10,749,551,57
0,14,2,5,669,431,117
0,15,1,10,779,521,57
0,16,1,5,515,585,155
0,17,2,5,631,469,117
0,18,1,10,691,609,57
0,19,1,5,529,571,155
0,20,2,10,631,669,107
0,21,1,5,510,590,157
0,22,2,5,560,540,142
0,23,2,10,675,625,70
0,24,1,5,553,547,130
0,25,1,10,607,693,120
0,26,2,10,566,734,120
0,27,2,5,574,526,144
0,28,2,10,636,664,110
0,29,1,10,560,740,125
0,30,1,5,521,579,157
0,31,1,10,674,626,62
0,32,1,5,449,651,155
0,33,1,10,638,662,75
0,34,1,10,534,766,125
0,35,2,10,593,707,112
0,36,1,10,581,719,125
0,37,2,5,566,534,132
0,38,1,5,518,582,144
0,39,2,5,473,627,157
0,40,2,5,496,604,132
0,41,1,10,546,754,125
0,42,1,10,616,684,75
0,43,1,10,597,703,75
0,44,2,10,585,715,75
0,45,1,5,521,579,144
0,46,1,5,565,535,142
0,47,2,5,618,482,119
0,48,2,10,760,540,57
0,49,1,5,606,494,130
0,50,1,10,752,548,94
0,51,1,10,614,686,72
0,52,1,10,654,646,62
0,53,1,10,693,607,75
