CONFIGURATION:
{u'simulation': {u'stdev_factor': 0.01, u'power_mgmt_enabled': False, u'tasks': {u'cnn': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 150, u'cpu_core': 200}, u'priority': 2, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}, u'fft': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 100, u'cpu_core': 500}, u'priority': 1, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.0, u'cpu_core': 5.0}, u'deadline': 1000}, u'decoder': {u'mean_service_time': {u'gpu': 150, u'cpu_core': 200}, u'priority': 3, u'stdev_service_time': {u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}}, u'sched_policy_module': u'policies.heft', u'drop': False, u'servers': {u'fft_accel': {u'count': 1}, u'gpu': {u'count': 2}, u'cpu_core': {u'count': 8}}, u'max_tasks_simulated': 10000, u'max_queue_size': 1000000, u'mean_arrival_time': 200, u'arrival_time_scale': 0.45}, u'general': {u'random_seed': 0, u'pre_gen_arrivals': False, u'basename': u'policy:heft__stdev_factor:0.01', u'output_trace_file': None, u'working_dir': u'/home/hiwot/meta-stomp2/sim_09042020_233520', u'input_trace_file': (False, '../user_traces/user_gen_trace.trc'), u'logging_level': u'INFO'}}

/home/hiwot/meta-stomp2/sim_09042020_233520/../user_traces/user_gen_trace.trc

Running STOMP simulation...
Dropped,DAG ID,DAG Priority,DAG Type,Slack,Response Time,No-Affinity Time
0,0,2,5,668,432,119
0,1,1,5,584,516,144
0,2,2,10,651,649,110
0,3,1,5,529,571,155
0,4,2,10,703,597,72
0,5,1,5,540,560,144
0,6,2,5,518,582,155
0,7,2,5,538,562,132
0,8,2,10,612,688,107
0,9,1,10,585,715,123
0,10,1,5,573,527,130
0,11,2,10,698,602,72
0,12,2,5,508,592,157
0,13,1,10,683,617,94
0,14,2,5,479,621,155
0,15,1,10,715,585,73
0,16,1,5,525,575,157
0,17,2,5,581,519,144
0,18,1,10,659,641,96
0,19,1,5,574,526,142
0,20,2,10,660,640,96
0,21,1,5,569,531,142
0,22,2,5,529,571,157
0,23,2,10,691,609,57
0,24,1,5,524,576,155
0,25,1,10,726,574,62
0,26,2,10,592,708,75
0,27,2,5,520,580,157
0,28,2,10,-145,1445,75
0,29,1,10,-71,1371,112
0,30,1,5,379,721,157
0,31,1,10,5,1295,125
0,32,1,5,469,631,157
0,33,1,10,43,1257,112
0,34,1,10,-1,1301,125
0,35,2,10,99,1201,99
0,36,1,10,141,1159,125
0,37,2,5,374,726,157
0,38,1,5,389,711,157
0,39,2,5,398,702,157
0,40,2,5,305,795,157
0,41,1,10,446,854,112
0,42,1,10,423,877,112
0,43,1,10,410,890,112
0,44,2,10,368,932,112
0,45,1,5,375,725,144
0,46,1,5,382,718,157
0,47,2,5,280,820,157
0,48,2,10,426,874,109
0,49,1,5,445,655,157
0,50,1,10,635,665,70
0,51,1,10,674,626,75
0,52,1,10,645,655,94
0,53,1,10,571,729,125
0,54,1,10,532,768,125
0,55,2,10,453,847,125
0,56,1,10,474,826,125
0,57,1,10,570,730,112
0,58,2,10,638,662,99
0,59,1,10,663,637,75
0,60,1,10,592,708,75
0,61,1,10,572,728,75
0,62,1,10,669,631,75
0,63,2,10,614,686,123
0,64,1,5,598,502,132
0,65,1,5,480,620,157
0,66,2,5,507,593,157
0,67,2,10,584,716,123
0,68,2,5,652,448,119
0,69,2,10,557,743,75
0,70,1,10,618,682,75
0,71,1,10,269,1031,112
0,72,1,10,541,759,75
0,73,1,10,558,742,125
0,74,2,5,515,585,157
0,75,2,10,583,717,112
0,76,2,10,535,765,75
0,77,1,10,581,719,112
0,78,2,5,437,663,157
0,79,2,5,443,657,157
0,80,2,10,695,605,99
0,81,1,10,589,711,125
0,82,2,10,587,713,107
0,83,1,10,684,616,94
0,84,2,5,535,565,130
0,85,1,10,587,713,125
0,86,2,10,623,677,75
0,87,2,5,631,469,117
0,88,1,5,465,635,157
0,89,2,10,612,688,112
0,90,1,5,622,478,119
0,91,1,5,554,546,144
0,92,1,10,-44,1344,125
0,93,1,5,493,607,155
0,94,1,10,72,1228,125
0,95,1,10,21,1279,75
0,96,2,5,491,609,142
0,97,1,5,480,620,155
0,98,2,10,105,1195,125
0,99,1,10,105,1195,112
0,100,1,10,146,1154,112
0,101,1,5,319,781,157
0,102,1,10,173,1127,125
0,103,1,10,230,1070,112
0,104,2,10,239,1061,112
0,105,2,10,373,927,125
0,106,1,5,209,891,157
0,107,1,10,424,876,112
0,108,1,5,306,794,157
0,109,1,10,471,829,125
0,110,2,5,521,579,119
0,111,1,10,695,605,62
0,112,2,10,609,691,112
0,113,2,10,617,683,75
0,114,2,10,577,723,120
0,115,1,10,580,720,120
0,116,2,5,518,582,157
0,117,2,5,614,486,119
0,118,2,5,570,530,144
0,119,1,5,534,566,144
0,120,2,5,653,447,117
0,121,2,5,508,592,157
0,122,2,5,592,508,142
0,123,1,5,580,520,130
0,124,1,10,775,525,57
0,125,2,10,634,666,109
0,126,2,10,789,511,59
0,127,2,10,747,553,57
0,128,1,10,601,699,75
0,129,2,5,604,496,132
0,130,2,5,543,557,132
0,131,2,10,573,727,125
0,132,2,5,595,505,130
0,133,2,10,621,679,110
0,134,2,5,482,618,155
0,135,1,5,510,590,157
0,136,1,5,515,585,157
0,137,1,10,629,671,110
0,138,1,10,773,527,59
0,139,1,5,585,515,132
0,140,1,10,776,524,62
0,141,2,10,751,549,97
0,142,1,10,623,677,73
0,143,1,5,606,494,130
0,144,1,5,529,571,157
0,145,2,5,511,589,157
0,146,1,5,590,510,132
0,147,1,10,703,597,94
0,148,1,5,535,565,130
0,149,1,10,573,727,120
0,150,2,10,635,665,107
0,151,2,5,665,435,117
0,152,1,10,610,690,109
0,153,1,10,688,612,73
0,154,2,10,661,639,99
0,155,2,5,642,458,117
0,156,2,5,477,623,132
0,157,1,10,572,728,122
0,158,1,10,556,744,125
0,159,1,5,528,572,132
0,160,2,10,571,729,123
0,161,1,5,668,432,119
0,162,1,5,529,571,155
0,163,2,10,623,677,70
0,164,2,5,537,563,132
0,165,1,10,663,637,62
0,166,2,10,13,1287,122
0,167,2,10,-164,1464,125
0,168,2,10,-169,1469,112
0,169,1,10,-238,1538,125
0,170,1,5,496,604,157
0,171,2,10,-292,1592,112
0,172,1,10,-277,1577,112
0,173,1,10,-283,1583,112
0,174,2,10,-449,1749,125
0,175,1,10,-618,1918,99
0,176,1,5,473,627,157
0,177,2,5,311,789,157
0,178,2,5,325,775,157
0,179,2,5,345,755,157
0,180,2,5,385,715,157
0,181,1,10,-285,1585,112
0,182,2,10,-572,1872,112
0,183,1,10,-620,1920,112
0,184,2,10,-660,1960,75
0,185,1,5,425,675,157
0,186,1,10,-480,1780,125
0,187,1,10,-520,1820,112
0,188,2,10,-439,1739,112
0,189,1,10,-540,1840,125
0,190,2,5,312,788,157
0,191,2,10,-579,1879,112
0,192,1,10,-434,1734,125
0,193,2,10,-432,1732,112
0,194,1,5,47,1053,157
0,195,1,10,-480,1780,112
0,196,1,10,-553,1853,112
0,197,1,10,-785,2085,99
0,198,1,10,-956,2256,125
0,199,2,5,-14,1114,157
0,200,1,10,-1045,2345,112
0,201,2,5,-95,1195,157
0,202,2,10,-1031,2331,125
0,203,1,10,-1004,2304,112
0,204,1,5,-129,1229,157
0,205,1,5,-142,1242,144
0,206,2,10,-951,2251,125
0,207,2,5,-109,1209,144
0,208,1,10,-716,2016,112
0,209,1,5,73,1027,144
0,210,2,10,-521,1821,112
0,211,1,10,-532,1832,112
0,212,2,10,-198,1498,99
0,213,1,10,-141,1441,125
0,214,1,5,176,924,144
0,215,2,10,36,1264,112
0,216,1,10,76,1224,125
0,217,1,5,167,933,157
0,218,2,5,211,889,132
0,219,2,10,138,1162,99
0,220,2,5,155,945,157
0,221,1,5,172,928,157
0,222,1,10,148,1152,99
0,223,2,5,129,971,157
0,224,2,5,113,987,157
0,225,1,5,125,975,157
0,226,2,5,402,698,157
0,227,1,5,398,702,119
0,228,2,5,332,768,157
0,229,1,5,308,792,157
0,230,2,10,598,702,107
0,231,1,5,503,597,157
0,232,2,10,634,666,112
0,233,2,5,485,615,157
0,234,2,10,620,680,72
0,235,2,10,547,753,112
0,236,2,10,592,708,125
0,237,2,5,522,578,157
0,238,2,10,699,601,75
0,239,2,5,552,548,144
0,240,1,10,652,648,107
0,241,2,5,572,528,132
0,242,2,10,598,702,107
0,243,2,5,512,588,157
0,244,1,5,586,514,142
0,245,1,10,643,657,109
0,246,1,10,622,678,75
0,247,2,10,635,665,96
0,248,2,5,494,606,130
