CONFIGURATION:
{u'simulation': {u'stdev_factor': 0.01, u'power_mgmt_enabled': False, u'tasks': {u'cnn': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 150, u'cpu_core': 200}, u'priority': 2, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}, u'fft': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 100, u'cpu_core': 500}, u'priority': 1, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.0, u'cpu_core': 5.0}, u'deadline': 1000}, u'decoder': {u'mean_service_time': {u'gpu': 150, u'cpu_core': 200}, u'priority': 3, u'stdev_service_time': {u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}}, u'sched_policy_module': u'policies.heft', u'drop': False, u'servers': {u'fft_accel': {u'count': 1}, u'gpu': {u'count': 2}, u'cpu_core': {u'count': 8}}, u'max_tasks_simulated': 10000, u'max_queue_size': 1000000, u'mean_arrival_time': 200, u'arrival_time_scale': 0.7}, u'general': {u'random_seed': 0, u'pre_gen_arrivals': False, u'basename': u'policy:heft__stdev_factor:0.01', u'output_trace_file': None, u'working_dir': u'/home/hiwot/meta-stomp2/sim_10042020_082059', u'input_trace_file': (False, '../user_traces/user_gen_trace.trc'), u'logging_level': u'INFO'}}

/home/hiwot/meta-stomp2/sim_10042020_082059/../user_traces/user_gen_trace.trc

Running STOMP simulation...
Dropped,DAG ID,DAG Priority,DAG Type,Slack,Response Time,No-Affinity Time
0,0,2,5,669,431,117
0,1,1,5,660,440,117
0,2,2,10,635,665,109
0,3,1,5,550,550,142
0,4,2,10,623,677,70
0,5,1,5,562,538,142
0,6,2,5,546,554,142
0,7,2,5,614,486,117
0,8,2,10,661,639,112
0,9,1,10,743,557,62
0,10,1,5,529,571,155
0,11,2,10,635,665,107
0,12,2,5,669,431,117
0,13,1,10,708,592,70
0,14,2,5,669,431,117
0,15,1,10,784,516,62
0,16,1,5,519,581,155
0,17,2,5,669,431,119
0,18,1,10,656,644,57
0,19,1,5,494,606,155
0,20,2,10,716,584,73
0,21,1,5,522,578,157
0,22,2,5,568,532,144
0,23,2,10,789,511,57
0,24,1,5,606,494,130
0,25,1,10,664,636,94
0,26,2,10,703,597,70
0,27,2,5,524,576,155
0,28,2,10,627,673,75
0,29,1,10,621,679,70
0,30,1,5,605,495,117
0,31,1,10,620,680,110
0,32,1,5,523,577,157
0,33,1,10,613,687,112
0,34,1,10,584,716,125
0,35,2,10,584,716,109
0,36,1,10,612,688,120
0,37,2,5,506,594,157
0,38,1,5,583,517,144
0,39,2,5,563,537,144
0,40,2,5,487,613,117
0,41,1,10,712,588,99
0,42,1,10,628,672,112
0,43,1,10,557,743,125
0,44,2,10,547,753,125
0,45,1,5,498,602,157
0,46,1,5,511,589,157
0,47,2,5,604,496,132
0,48,2,10,789,511,57
0,49,1,5,643,457,117
0,50,1,10,789,511,57
0,51,1,10,676,624,94
0,52,1,10,576,724,120
0,53,1,10,631,669,107
0,54,1,10,666,634,109
0,55,2,10,552,748,122
0,56,1,10,566,734,125
0,57,1,10,697,603,75
0,58,2,10,704,596,99
0,59,1,10,693,607,94
0,60,1,10,644,656,110
0,61,1,10,691,609,57
0,62,1,10,657,643,107
0,63,2,10,622,678,122
0,64,1,5,572,528,130
0,65,1,5,609,491,117
0,66,2,5,520,580,155
0,67,2,10,630,670,57
0,68,2,5,472,628,157
0,69,2,10,623,677,112
0,70,1,10,614,686,112
0,71,1,10,566,734,125
0,72,1,10,707,593,75
0,73,1,10,581,719,107
0,74,2,5,522,578,155
0,75,2,10,610,690,125
0,76,2,10,662,638,75
0,77,1,10,609,691,109
0,78,2,5,558,542,132
0,79,2,5,640,460,117
0,80,2,10,691,609,57
0,81,1,10,573,727,120
0,82,2,10,752,548,94
0,83,1,10,789,511,57
0,84,2,5,660,440,117
0,85,1,10,623,677,72
0,86,2,10,607,693,73
0,87,2,5,587,513,144
0,88,1,5,637,463,117
0,89,2,10,721,579,94
0,90,1,5,669,431,117
0,91,1,5,561,539,130
0,92,1,10,622,678,120
0,93,1,5,548,552,142
0,94,1,10,613,687,125
0,95,1,10,571,729,125
0,96,2,5,568,532,142
0,97,1,5,485,615,157
0,98,2,10,555,745,125
0,99,1,10,428,872,125
0,100,1,10,464,836,112
0,101,1,5,529,571,155
0,102,1,10,496,804,99
0,103,1,10,591,709,112
0,104,2,10,570,730,125
0,105,2,10,567,733,123
0,106,1,5,570,530,132
0,107,1,10,565,735,120
0,108,1,5,644,456,119
0,109,1,10,703,597,94
0,110,2,5,537,563,142
0,111,1,10,781,519,57
0,112,2,10,752,548,94
0,113,2,10,601,699,125
0,114,2,10,601,699,123
0,115,1,10,721,579,72
0,116,2,5,634,466,117
0,117,2,5,523,577,157
0,118,2,5,582,518,142
0,119,1,5,632,468,117
0,120,2,5,669,431,117
0,121,2,5,525,575,155
0,122,2,5,669,431,117
0,123,1,5,529,571,155
0,124,1,10,752,548,94
0,125,2,10,703,597,94
0,126,2,10,778,522,57
0,127,2,10,789,511,59
0,128,1,10,643,657,57
0,129,2,5,579,521,142
0,130,2,5,517,583,157
0,131,2,10,736,564,57
0,132,2,5,669,431,117
0,133,2,10,783,517,57
0,134,2,5,581,519,130
0,135,1,5,520,580,157
0,136,1,5,527,573,155
0,137,1,10,685,615,112
0,138,1,10,694,606,75
0,139,1,5,630,470,117
0,140,1,10,783,517,57
0,141,2,10,666,634,107
0,142,1,10,658,642,57
0,143,1,5,553,547,142
0,144,1,5,582,518,142
0,145,2,5,552,548,144
0,146,1,5,555,545,130
0,147,1,10,713,587,73
0,148,1,5,587,513,130
0,149,1,10,694,606,94
0,150,2,10,789,511,57
0,151,2,5,669,431,117
0,152,1,10,789,511,57
0,153,1,10,622,678,125
0,154,2,10,719,581,94
0,155,2,5,582,518,142
0,156,2,5,547,553,132
0,157,1,10,773,527,62
0,158,1,10,630,670,109
0,159,1,5,522,578,157
0,160,2,10,603,697,123
0,161,1,5,612,488,119
0,162,1,5,600,500,130
0,163,2,10,591,709,122
0,164,2,5,529,571,155
0,165,1,10,648,652,107
0,166,2,10,677,623,112
0,167,2,10,604,696,120
0,168,2,10,696,604,57
0,169,1,10,618,682,72
0,170,1,5,526,574,157
0,171,2,10,670,630,75
0,172,1,10,656,644,99
0,173,1,10,649,651,62
0,174,2,10,591,709,125
0,175,1,10,597,703,125
0,176,1,5,505,595,157
0,177,2,5,552,548,144
0,178,2,5,557,543,132
0,179,2,5,514,586,157
0,180,2,5,649,451,119
0,181,1,10,508,792,125
0,182,2,10,716,584,75
0,183,1,10,679,621,96
0,184,2,10,630,670,110
0,185,1,5,518,582,157
0,186,1,10,685,615,96
0,187,1,10,599,701,125
0,188,2,10,711,589,62
0,189,1,10,610,690,75
0,190,2,5,520,580,157
0,191,2,10,653,647,96
0,192,1,10,106,1194,125
0,193,2,10,158,1142,125
0,194,1,5,522,578,157
0,195,1,10,256,1044,75
0,196,1,10,269,1031,125
0,197,1,10,304,996,62
0,198,1,10,298,1002,62
0,199,2,5,340,760,157
0,200,1,10,360,940,112
0,201,2,5,473,627,132
0,202,2,10,415,885,125
0,203,1,10,425,875,125
0,204,1,5,487,613,132
0,205,1,5,355,745,157
0,206,2,10,478,822,112
0,207,2,5,503,597,132
0,208,1,10,726,574,57
0,209,1,5,669,431,117
0,210,2,10,703,597,94
0,211,1,10,641,659,107
0,212,2,10,587,713,125
0,213,1,10,678,622,75
0,214,1,5,632,468,117
0,215,2,10,708,592,94
0,216,1,10,617,683,112
0,217,1,5,651,449,117
0,218,2,5,500,600,155
0,219,2,10,621,679,75
0,220,2,5,512,588,155
0,221,1,5,524,576,155
0,222,1,10,623,677,70
0,223,2,5,611,489,119
0,224,2,5,597,503,132
0,225,1,5,523,577,157
0,226,2,5,669,431,117
0,227,1,5,590,510,142
0,228,2,5,573,527,130
0,229,1,5,657,443,119
0,230,2,10,623,677,75
0,231,1,5,543,557,142
0,232,2,10,684,616,75
0,233,2,5,636,464,119
0,234,2,10,589,711,125
0,235,2,10,699,601,75
0,236,2,10,692,608,94
0,237,2,5,669,431,119
0,238,2,10,691,609,57
0,239,2,5,599,501,130
0,240,1,10,694,606,96
0,241,2,5,529,571,155
0,242,2,10,789,511,57
0,243,2,5,596,504,132
0,244,1,5,592,508,142
0,245,1,10,621,679,112
0,246,1,10,591,709,125
0,247,2,10,689,611,75
0,248,2,5,443,657,157
0,249,1,10,596,704,110
0,250,2,5,667,433,119
0,251,1,5,522,578,132
0,252,2,5,566,534,142
0,253,1,5,657,443,117
0,254,2,5,669,431,117
0,255,2,5,586,514,142
0,256,2,5,520,580,155
0,257,1,5,660,440,117
0,258,2,5,525,575,155
0,259,2,5,561,539,130
0,260,2,10,708,592,94
0,261,1,5,521,579,155
0,262,1,5,573,527,142
0,263,1,5,562,538,142
0,264,1,5,565,535,130
0,265,2,10,638,662,107
0,266,1,10,599,701,120
0,267,2,10,569,731,123
0,268,1,5,544,556,142
0,269,1,10,720,580,94
0,270,2,5,651,449,117
0,271,1,10,603,697,112
0,272,2,5,509,591,157
0,273,2,10,648,652,94
0,274,2,10,643,657,112
0,275,1,5,517,583,157
0,276,2,5,519,581,157
0,277,1,10,628,672,109
0,278,1,5,616,484,117
0,279,2,5,594,506,130
0,280,1,10,716,584,96
0,281,1,10,621,679,123
0,282,1,10,683,617,94
0,283,2,5,529,571,155
0,284,2,10,774,526,59
0,285,1,10,712,588,72
0,286,1,5,606,494,130
0,287,1,10,606,694,120
0,288,1,5,602,498,117
0,289,1,5,546,554,144
0,290,1,10,678,622,70
0,291,2,5,659,441,117
0,292,1,10,719,581,73
0,293,1,10,687,613,57
0,294,1,10,730,570,94
0,295,2,10,692,608,97
0,296,1,10,573,727,120
0,297,2,5,669,431,119
0,298,1,5,532,568,142
0,299,1,5,666,434,117
0,300,2,5,643,457,117
0,301,1,10,628,672,107
0,302,2,10,678,622,110
0,303,2,10,602,698,123
0,304,1,10,704,596,72
0,305,1,5,609,491,117
0,306,2,5,522,578,157
0,307,1,5,667,433,119
0,308,1,5,669,431,117
0,309,2,10,721,579,70
0,310,1,10,789,511,57
0,311,1,5,559,541,144
0,312,1,10,717,583,70
0,313,1,10,629,671,107
0,314,2,5,582,518,142
0,315,2,5,576,524,117
0,316,2,10,606,694,125
0,317,2,10,732,568,62
0,318,1,10,703,597,96
0,319,2,10,773,527,59
0,320,1,5,591,509,142
0,321,2,10,623,677,70
0,322,2,10,643,657,57
0,323,1,5,608,492,117
0,324,1,5,579,521,117
0,325,1,10,646,654,112
0,326,2,5,669,431,117
0,327,2,5,524,576,155
0,328,1,10,732,568,62
0,329,1,10,631,669,112
0,330,2,5,558,542,132
0,331,2,10,740,560,94
0,332,2,10,617,683,75
0,333,2,10,617,683,73
0,334,2,10,703,597,94
0,335,1,5,599,501,132
0,336,1,5,669,431,117
0,337,1,10,789,511,57
0,338,2,10,721,579,70
0,339,2,5,653,447,117
0,340,1,5,600,500,132
0,341,2,10,689,611,107
0,342,2,10,787,513,57
0,343,1,10,691,609,57
0,344,1,10,789,511,59
0,345,2,5,513,587,157
0,346,2,10,617,683,72
0,347,1,5,584,516,130
0,348,2,10,690,610,107
0,349,1,5,669,431,117
0,350,1,10,622,678,70
0,351,2,5,513,587,157
0,352,1,5,512,588,157
0,353,1,10,789,511,62
0,354,1,10,623,677,70
0,355,1,5,535,565,142
0,356,1,5,654,446,119
0,357,2,5,592,508,142
0,358,1,5,520,580,155
0,359,1,5,552,548,142
0,360,2,10,584,716,123
0,361,1,10,580,720,120
0,362,2,5,622,478,119
0,363,1,5,520,580,157
0,364,1,10,685,615,94
0,365,2,10,579,721,125
0,366,2,5,669,431,119
0,367,1,10,703,597,94
0,368,1,10,789,511,57
0,369,2,10,690,610,110
0,370,2,10,763,537,57
0,371,2,5,638,462,117
0,372,2,10,610,690,123
0,373,1,5,636,464,117
0,374,1,10,771,529,57
0,375,1,5,589,511,130
0,376,1,10,674,626,94
0,377,2,5,529,571,155
0,378,1,5,478,622,155
0,379,2,10,604,696,120
0,380,1,10,622,678,107
0,381,2,10,642,658,107
0,382,1,5,653,447,117
0,383,2,5,501,599,155
0,384,1,10,674,626,107
0,385,2,10,780,520,57
0,386,1,5,523,577,157
0,387,1,5,669,431,117
0,388,2,10,703,597,94
0,389,1,5,529,571,155
0,390,1,10,703,597,94
0,391,1,5,669,431,117
0,392,2,5,580,520,142
0,393,1,5,636,464,117
0,394,1,5,568,532,142
0,395,2,10,739,561,59
0,396,2,10,627,673,107
0,397,1,5,529,571,155
0,398,2,5,597,503,130
0,399,1,10,573,727,123
0,400,1,5,637,463,117
0,401,2,10,690,610,112
0,402,2,10,670,630,75
0,403,2,10,660,640,75
0,404,2,10,641,659,112
0,405,1,10,686,614,75
0,406,1,10,678,622,75
0,407,2,5,573,527,132
0,408,2,5,592,508,142
0,409,2,10,590,710,122
0,410,2,10,685,615,70
0,411,2,10,515,785,75
0,412,2,5,611,489,117
0,413,1,10,638,662,62
0,414,1,5,529,571,157
0,415,2,5,559,541,132
0,416,2,10,584,716,75
0,417,1,5,571,529,144
0,418,1,10,675,625,62
0,419,1,10,664,636,110
0,420,2,5,540,560,132
0,421,1,5,519,581,157
0,422,1,10,721,579,70
0,423,2,5,581,519,117
0,424,2,5,583,517,142
0,425,1,5,644,456,117
0,426,1,5,666,434,117
0,427,1,5,669,431,117
0,428,1,10,789,511,59
0,429,2,5,652,448,119
0,430,2,10,781,519,57
0,431,1,10,708,592,70
0,432,2,5,593,507,130
0,433,2,5,576,524,130
0,434,1,5,587,513,144
0,435,2,5,669,431,117
0,436,2,5,626,474,119
0,437,1,5,528,572,157
0,438,2,5,523,577,155
0,439,1,5,606,494,130
0,440,1,10,703,597,94
0,441,2,5,555,545,144
0,442,2,10,645,655,57
0,443,2,10,706,594,75
0,444,1,10,739,561,94
0,445,2,10,612,688,70
0,446,1,5,597,503,132
0,447,1,10,595,705,109
0,448,2,5,562,538,117
0,449,2,10,607,693,75
0,450,2,10,589,711,125
0,451,1,5,516,584,157
0,452,2,5,469,631,157
0,453,2,10,603,697,107
0,454,1,10,592,708,112
0,455,2,10,573,727,125
0,456,1,5,463,637,157
0,457,1,10,640,660,112
0,458,1,10,583,717,125
0,459,1,5,598,502,132
0,460,1,5,549,551,144
0,461,2,5,511,589,157
0,462,2,5,526,574,157
0,463,1,10,617,683,112
0,464,2,5,557,543,132
0,465,2,10,624,676,107
0,466,1,5,604,496,119
0,467,1,5,491,609,157
0,468,1,10,691,609,59
0,469,1,5,524,576,157
0,470,2,10,573,727,120
0,471,1,5,600,500,132
0,472,2,10,789,511,57
0,473,1,5,669,431,117
0,474,1,10,680,620,94
0,475,2,5,529,571,155
0,476,2,10,789,511,59
0,477,2,5,604,496,132
0,478,1,5,518,582,157
0,479,1,5,606,494,130
0,480,1,5,669,431,117
0,481,1,5,545,555,142
0,482,2,5,592,508,142
0,483,1,5,581,519,130
0,484,2,10,616,684,73
0,485,2,5,498,602,155
0,486,1,5,577,523,142
0,487,1,5,578,522,142
0,488,2,10,580,720,70
0,489,2,10,698,602,70
0,490,2,10,664,636,109
0,491,1,10,612,688,112
0,492,1,10,618,682,125
0,493,2,10,599,701,112
0,494,1,10,609,691,125
0,495,1,5,589,511,132
0,496,1,5,563,537,144
0,497,2,5,556,544,132
0,498,2,5,663,437,117
0,499,2,5,633,467,119
0,500,1,5,548,552,142
0,501,1,10,635,665,107
0,502,1,5,642,458,117
0,503,2,5,557,543,130
0,504,1,5,643,457,117
0,505,2,10,642,658,112
0,506,2,10,607,693,75
0,507,2,5,483,617,155
0,508,1,10,689,611,75
0,509,1,5,576,524,142
0,510,1,5,598,502,132
0,511,1,5,516,584,157
0,512,1,5,541,559,132
0,513,2,5,540,560,144
0,514,1,5,662,438,117
0,515,2,5,583,517,142
0,516,2,10,623,677,75
0,517,1,10,609,691,75
0,518,1,5,636,464,117
0,519,2,5,606,494,132
0,520,1,5,669,431,117
0,521,1,10,752,548,97
