CONFIGURATION:
{u'simulation': {u'stdev_factor': 0.01, u'power_mgmt_enabled': False, u'tasks': {u'cnn': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 150, u'cpu_core': 200}, u'priority': 2, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}, u'fft': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 100, u'cpu_core': 500}, u'priority': 1, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.0, u'cpu_core': 5.0}, u'deadline': 1000}, u'decoder': {u'mean_service_time': {u'gpu': 150, u'cpu_core': 200}, u'priority': 3, u'stdev_service_time': {u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}}, u'sched_policy_module': u'policies.heft', u'drop': False, u'servers': {u'fft_accel': {u'count': 1}, u'gpu': {u'count': 2}, u'cpu_core': {u'count': 8}}, u'max_tasks_simulated': 10000, u'max_queue_size': 1000000, u'mean_arrival_time': 200, u'arrival_time_scale': 0.3}, u'general': {u'random_seed': 0, u'pre_gen_arrivals': False, u'basename': u'policy:heft__stdev_factor:0.01', u'output_trace_file': None, u'working_dir': u'/home/hiwot/meta-stomp2/sim_09042020_153419', u'input_trace_file': (False, '../user_traces/user_gen_trace.trc'), u'logging_level': u'INFO'}}

/home/hiwot/meta-stomp2/sim_09042020_153419/../user_traces/user_gen_trace.trc

Running STOMP simulation...
Dropped,DAG ID,DAG Priority,DAG Type,Slack,Response Time,No-Affinity Time
0,0,2,5,669,431,119
0,1,1,5,582,518,144
0,2,2,10,486,814,125
0,3,1,5,559,541,142
0,4,2,10,562,738,75
0,5,1,5,596,504,130
0,6,2,5,504,596,155
0,7,2,5,499,601,157
0,8,2,10,692,608,94
0,9,1,10,586,714,125
0,10,1,5,583,517,132
0,11,2,10,585,715,75
0,12,2,5,467,633,157
0,13,1,10,542,758,125
0,14,2,5,540,560,144
0,15,1,10,609,691,75
0,16,1,5,508,592,157
0,17,2,5,538,562,142
0,18,1,10,648,652,112
0,19,1,5,557,543,132
0,20,2,10,573,727,112
0,21,1,5,593,507,119
0,22,2,5,501,599,157
0,23,2,10,-351,1651,125
0,24,1,5,471,629,157
0,25,1,10,-218,1518,62
0,26,2,10,-271,1571,75
0,27,2,5,218,882,157
0,28,2,10,-305,1605,112
0,29,1,10,-149,1449,75
0,30,1,5,146,954,157
0,31,1,10,-180,1480,112
0,32,1,5,195,905,157
0,33,1,10,-217,1517,125
0,34,1,10,-954,2254,112
0,35,2,10,-1003,2303,112
0,36,1,10,-1037,2337,112
0,37,2,5,69,1031,157
0,38,1,5,129,971,157
0,39,2,5,123,977,157
0,40,2,5,-88,1188,157
0,41,1,10,-880,2180,99
0,42,1,10,-952,2252,112
0,43,1,10,-992,2292,125
0,44,2,10,-1200,2500,112
0,45,1,5,-33,1133,157
0,46,1,5,-17,1117,157
0,47,2,5,-315,1415,157
0,48,2,10,-1032,2332,112
0,49,1,5,-243,1343,157
0,50,1,10,-844,2144,125
0,51,1,10,-778,2078,125
0,52,1,10,-859,2159,125
0,53,1,10,-982,2282,112
0,54,1,10,-1272,2572,125
0,55,2,10,-1324,2624,125
0,56,1,10,-1487,2787,125
0,57,1,10,-1442,2742,112
0,58,2,10,-1478,2778,125
0,59,1,10,-1411,2711,112
0,60,1,10,-1491,2791,125
0,61,1,10,-1418,2718,112
0,62,1,10,-1219,2519,112
0,63,2,10,-1606,2906,125
0,64,1,5,-415,1515,157
0,65,1,5,-429,1529,157
0,66,2,5,-593,1693,157
0,67,2,10,-1619,2919,112
0,68,2,5,-601,1701,157
0,69,2,10,-1688,2988,112
0,70,1,10,-1800,3100,125
0,71,1,10,-1949,3249,125
0,72,1,10,-1934,3234,99
0,73,1,10,-2052,3352,112
0,74,2,5,-888,1988,144
0,75,2,10,-2203,3503,125
0,76,2,10,-2117,3417,112
0,77,1,10,-2148,3448,112
0,78,2,5,-969,2069,157
0,79,2,5,-1071,2171,157
0,80,2,10,-2259,3559,125
0,81,1,10,-2259,3559,112
0,82,2,10,-2171,3471,125
0,83,1,10,-2083,3383,112
0,84,2,5,-985,2085,144
0,85,1,10,-2176,3476,112
0,86,2,10,-2268,3568,125
0,87,2,5,-1095,2195,157
0,88,1,5,-1105,2205,157
0,89,2,10,-2160,3460,112
0,90,1,5,-1078,2178,132
0,91,1,5,-1244,2344,157
0,92,1,10,-1907,3207,125
0,93,1,5,-1138,2238,132
0,94,1,10,-1910,3210,112
0,95,1,10,-2030,3330,125
0,96,2,5,-1213,2313,157
0,97,1,5,-1225,2325,157
0,98,2,10,-2069,3369,99
0,99,1,10,-2186,3486,112
0,100,1,10,-2162,3462,99
0,101,1,5,-1400,2500,157
0,102,1,10,-2175,3475,112
0,103,1,10,-2189,3489,125
0,104,2,10,-2397,3697,125
0,105,2,10,-2657,3957,112
0,106,1,5,-1632,2732,157
0,107,1,10,-2621,3921,112
0,108,1,5,-1558,2658,157
0,109,1,10,-2591,3891,125
0,110,2,5,-1396,2496,157
0,111,1,10,-2451,3751,112
0,112,2,10,-2481,3781,112
0,113,2,10,-2415,3715,112
0,114,2,10,-2391,3691,112
0,115,1,10,-2517,3817,112
0,116,2,5,-1386,2486,157
0,117,2,5,-1341,2441,157
0,118,2,5,-1309,2409,144
0,119,1,5,-1408,2508,157
0,120,2,5,-1389,2489,157
0,121,2,5,-1384,2484,157
0,122,2,5,-1421,2521,157
0,123,1,5,-1490,2590,157
0,124,1,10,-2051,3351,112
0,125,2,10,-2094,3394,99
0,126,2,10,-1911,3211,99
0,127,2,10,-1915,3215,112
0,128,1,10,-2049,3349,112
0,129,2,5,-1130,2230,157
0,130,2,5,-1170,2270,157
0,131,2,10,-1954,3254,99
0,132,2,5,-1099,2199,157
0,133,2,10,-1786,3086,112
0,134,2,5,-1097,2197,157
0,135,1,5,-1176,2276,157
0,136,1,5,-1114,2214,157
0,137,1,10,-1966,3266,112
0,138,1,10,-2132,3432,112
0,139,1,5,-1175,2275,132
0,140,1,10,-2140,3440,112
0,141,2,10,-2057,3357,112
0,142,1,10,-2132,3432,125
0,143,1,5,-843,1943,157
0,144,1,5,-807,1907,157
0,145,2,5,-852,1952,157
0,146,1,5,-791,1891,157
0,147,1,10,-2248,3548,112
0,148,1,5,-910,2010,157
0,149,1,10,-2524,3824,125
0,150,2,10,-2602,3902,112
0,151,2,5,-936,2036,157
0,152,1,10,-2397,3697,112
0,153,1,10,-2433,3733,112
0,154,2,10,-2542,3842,112
0,155,2,5,-790,1890,157
0,156,2,5,-915,2015,157
0,157,1,10,-2521,3821,125
0,158,1,10,-2529,3829,112
0,159,1,5,-1037,2137,157
0,160,2,10,-2426,3726,112
0,161,1,5,-1073,2173,157
0,162,1,5,-1503,2603,157
0,163,2,10,-2733,4033,125
0,164,2,5,-1417,2517,157
0,165,1,10,-2587,3887,125
0,166,2,10,-2719,4019,112
0,167,2,10,-2755,4055,112
0,168,2,10,-2883,4183,112
0,169,1,10,-2982,4282,125
0,170,1,5,-1267,2367,157
0,171,2,10,-2971,4271,99
0,172,1,10,-2927,4227,112
0,173,1,10,-2927,4227,125
0,174,2,10,-3203,4503,125
0,175,1,10,-2931,4231,125
0,176,1,5,-1341,2441,157
0,177,2,5,-1471,2571,157
0,178,2,5,-1565,2665,157
0,179,2,5,-1676,2776,157
0,180,2,5,-1707,2807,157
0,181,1,10,-2926,4226,112
0,182,2,10,-2913,4213,125
0,183,1,10,-3431,4731,112
0,184,2,10,-3449,4749,112
0,185,1,5,-1883,2983,157
0,186,1,10,-3403,4703,125
0,187,1,10,-3457,4757,112
0,188,2,10,-3389,4689,112
0,189,1,10,-3412,4712,112
0,190,2,5,-2032,3132,157
0,191,2,10,-3451,4751,125
0,192,1,10,-3424,4724,112
0,193,2,10,-3478,4778,125
0,194,1,5,-2219,3319,157
0,195,1,10,-3605,4905,125
0,196,1,10,-3710,5010,112
0,197,1,10,-3764,5064,112
0,198,1,10,-3762,5062,112
0,199,2,5,-2374,3474,157
0,200,1,10,-3805,5105,125
0,201,2,5,-2485,3585,144
0,202,2,10,-3794,5094,112
0,203,1,10,-3935,5235,112
0,204,1,5,-2560,3660,157
0,205,1,5,-2544,3644,157
0,206,2,10,-3892,5192,125
0,207,2,5,-2737,3837,157
0,208,1,10,-3755,5055,112
0,209,1,5,-2550,3650,119
0,210,2,10,-3616,4916,112
0,211,1,10,-3683,4983,99
