CONFIGURATION:
{u'simulation': {u'stdev_factor': 0.01, u'power_mgmt_enabled': False, u'tasks': {u'cnn': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 150, u'cpu_core': 200}, u'priority': 2, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}, u'fft': {u'mean_service_time': {u'fft_accel': 10, u'gpu': 100, u'cpu_core': 500}, u'priority': 1, u'stdev_service_time': {u'fft_accel': 0.1, u'gpu': 1.0, u'cpu_core': 5.0}, u'deadline': 1000}, u'decoder': {u'mean_service_time': {u'gpu': 150, u'cpu_core': 200}, u'priority': 3, u'stdev_service_time': {u'gpu': 1.5, u'cpu_core': 2.0}, u'deadline': 1000}}, u'sched_policy_module': u'policies.heft', u'drop': False, u'servers': {u'fft_accel': {u'count': 1}, u'gpu': {u'count': 2}, u'cpu_core': {u'count': 8}}, u'max_tasks_simulated': 10000, u'max_queue_size': 1000000, u'mean_arrival_time': 200, u'arrival_time_scale': 0.4}, u'general': {u'random_seed': 0, u'pre_gen_arrivals': False, u'basename': u'policy:heft__stdev_factor:0.01', u'output_trace_file': None, u'working_dir': u'/home/hiwot/meta-stomp2/sim_09042020_233520', u'input_trace_file': (False, '../user_traces/user_gen_trace.trc'), u'logging_level': u'INFO'}}

/home/hiwot/meta-stomp2/sim_09042020_233520/../user_traces/user_gen_trace.trc

Running STOMP simulation...
Dropped,DAG ID,DAG Priority,DAG Type,Slack,Response Time,No-Affinity Time
0,0,2,5,669,431,119
0,1,1,5,584,516,144
0,2,2,10,668,632,109
0,3,1,5,523,577,155
0,4,2,10,599,701,112
0,5,1,5,517,583,155
0,6,2,5,574,526,117
0,7,2,5,555,545,142
0,8,2,10,691,609,62
0,9,1,10,643,657,62
0,10,1,5,592,508,132
0,11,2,10,580,720,107
0,12,2,5,521,579,157
0,13,1,10,565,735,110
0,14,2,5,494,606,155
0,15,1,10,701,599,75
0,16,1,5,529,571,157
0,17,2,5,590,510,132
0,18,1,10,641,659,109
0,19,1,5,480,620,155
0,20,2,10,682,618,109
0,21,1,5,544,556,144
0,22,2,5,479,621,157
0,23,2,10,565,735,120
0,24,1,5,529,571,155
0,25,1,10,581,719,112
0,26,2,10,569,731,123
0,27,2,5,519,581,157
0,28,2,10,-136,1436,125
0,29,1,10,-197,1497,112
0,30,1,5,471,629,142
0,31,1,10,-11,1311,62
0,32,1,5,311,789,157
0,33,1,10,-49,1349,112
0,34,1,10,-55,1355,112
0,35,2,10,19,1281,125
0,36,1,10,55,1245,112
0,37,2,5,399,701,155
0,38,1,5,398,702,132
0,39,2,5,271,829,157
0,40,2,5,311,789,119
0,41,1,10,325,975,125
0,42,1,10,254,1046,112
0,43,1,10,255,1045,112
0,44,2,10,64,1236,112
0,45,1,5,359,741,132
0,46,1,5,319,781,157
0,47,2,5,211,889,157
0,48,2,10,368,932,112
0,49,1,5,455,645,157
0,50,1,10,527,773,125
0,51,1,10,117,1183,125
0,52,1,10,122,1178,125
0,53,1,10,9,1291,112
0,54,1,10,0,1300,125
0,55,2,10,86,1214,75
0,56,1,10,88,1212,75
0,57,1,10,172,1128,125
0,58,2,10,-80,1380,99
0,59,1,10,-362,1662,125
0,60,1,10,-565,1865,112
0,61,1,10,-402,1702,112
0,62,1,10,-126,1426,112
0,63,2,10,-227,1527,112
0,64,1,5,455,645,144
0,65,1,5,413,687,144
0,66,2,5,421,679,157
0,67,2,10,-126,1426,62
0,68,2,5,264,836,157
0,69,2,10,-114,1414,112
0,70,1,10,-119,1419,125
0,71,1,10,-262,1562,125
0,72,1,10,-262,1562,125
0,73,1,10,-53,1353,125
0,74,2,5,365,735,132
0,75,2,10,-139,1439,99
0,76,2,10,-123,1423,125
0,77,1,10,-105,1405,125
0,78,2,5,382,718,157
0,79,2,5,365,735,144
0,80,2,10,21,1279,112
0,81,1,10,13,1287,125
0,82,2,10,215,1085,75
0,83,1,10,352,948,112
0,84,2,5,516,584,119
0,85,1,10,483,817,112
0,86,2,10,464,836,125
0,87,2,5,517,583,144
0,88,1,5,414,686,157
0,89,2,10,582,718,75
0,90,1,5,465,635,157
0,91,1,5,473,627,144
0,92,1,10,657,643,75
0,93,1,5,540,560,144
0,94,1,10,158,1142,125
0,95,1,10,53,1247,125
0,96,2,5,503,597,142
0,97,1,5,317,783,157
0,98,2,10,111,1189,125
0,99,1,10,110,1190,112
0,100,1,10,146,1154,112
0,101,1,5,138,962,157
0,102,1,10,153,1147,125
0,103,1,10,202,1098,125
0,104,2,10,209,1091,125
0,105,2,10,307,993,112
0,106,1,5,149,951,132
0,107,1,10,375,925,99
0,108,1,5,214,886,157
0,109,1,10,464,836,112
0,110,2,5,326,774,144
0,111,1,10,420,880,125
0,112,2,10,555,745,112
0,113,2,10,620,680,112
0,114,2,10,613,687,112
0,115,1,10,602,698,112
0,116,2,5,555,545,132
0,117,2,5,540,560,144
0,118,2,5,525,575,157
0,119,1,5,489,611,157
0,120,2,5,516,584,157
0,121,2,5,511,589,157
0,122,2,5,551,549,144
0,123,1,5,592,508,132
0,124,1,10,616,684,120
