CONFIGURATION:
{u'simulation': {u'stdev_factor': 0.01, u'power_mgmt_enabled': False, u'tasks': {u'loc': {u'mean_service_time': {u'gpu': 90, u'cpu_core': 200, u'loc_accel': 10}, u'priority': 1, u'deadline': 1000, u'stdev_service_time': {u'gpu': 0.9, u'cpu_core': 2.0, u'loc_accel': 0.1}, u'power': {u'gpu': 4.457, u'cpu_core': 6.133, u'loc_accel': 0.02197}}, u'detect': {u'mean_service_time': {u'gpu': 0.4607, u'cpu_core': 3.654, u'det_accel': 0.278}, u'priority': 2, u'deadline': 1000, u'stdev_service_time': {u'gpu': 0.004607, u'cpu_core': 0.03654, u'det_accel': 0.0027800000000000004}, u'power': {u'gpu': 90, u'cpu_core': 200, u'det_accel': 10}}, u'Frontier': {u'mean_service_time': {u'cpu_core': 396}, u'priority': 9, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 3.96}, u'power': {u'cpu_core': 5.98}}, u'track': {u'mean_service_time': {u'gpu': 17, u'tra_accel': 2, u'cpu_core': 1820}, u'priority': 3, u'deadline': 1000, u'stdev_service_time': {u'gpu': 0.17, u'tra_accel': 0.02, u'cpu_core': 18.2}, u'power': {u'gpu': 12.79, u'tra_accel': 0.59, u'cpu_core': 5.6}}, u'sp': {u'mean_service_time': {u'gpu': 379, u'cpu_core': 1004}, u'priority': 11, u'deadline': 1000, u'stdev_service_time': {u'gpu': 3.79, u'cpu_core': 10.040000000000001}, u'power': {u'gpu': 3.302, u'cpu_core': 1004}}, u'mission': {u'mean_service_time': {u'cpu_core': 0.0022}, u'priority': 5, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 2.2000000000000003e-05}, u'power': {u'cpu_core': 3.534}}, u'motion': {u'mean_service_time': {u'cpu_core': 8}, u'priority': 6, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 0.08}, u'power': {u'cpu_core': 4.222}}, u'collision': {u'mean_service_time': {u'cpu_core': 8}, u'priority': 7, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 0.08}, u'power': {u'cpu_core': 0}}, u'fusion': {u'mean_service_time': {u'cpu_core': 1}, u'priority': 4, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 0.01}, u'power': {u'cpu_core': 0}}, u'map': {u'mean_service_time': {u'gpu': 761, u'cpu_core': 973}, u'priority': 10, u'deadline': 1000, u'stdev_service_time': {u'gpu': 7.61, u'cpu_core': 9.73}, u'power': {u'gpu': 3.533, u'cpu_core': 2.995}}, u'path': {u'mean_service_time': {u'cpu_core': 8}, u'priority': 8, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 0.08}, u'power': {u'cpu_core': 0}}}, u'sched_policy_module': u'policies.ms2_update2', u'drop': True, u'servers': {u'gpu': {u'count': 2}, u'tra_accel': {u'count': 1}, u'cpu_core': {u'count': 8}, u'loc_accel': {u'count': 1}, u'det_accel': {u'count': 1}}, u'max_tasks_simulated': 10000, u'max_queue_size': 1000000, u'mean_arrival_time': 50, u'arrival_time_scale': 3.1}, u'general': {u'random_seed': 0, u'pre_gen_arrivals': False, u'basename': u'policy:ms2_update2__stdev_factor:0.01', u'output_trace_file': None, u'working_dir': u'/home/hiwot/meta-stomp2/sim_16042020_195305_new_arrival_50_map_rheftmapping_50_trace_20', u'input_trace_file': (False, '../mv_mapping_50_trace_20.trc'), u'logging_level': u'INFO'}}

/home/hiwot/meta-stomp2/sim_16042020_195305_new_arrival_50_map_rheftmapping_50_trace_20/../mv_mapping_50_trace_20.trc

Running STOMP simulation...
Dropped,DAG ID,DAG Priority,DAG Type,Slack,Response Time,No-Affinity Time,Energy
0,0,3,2,2567.0,967,194,3360.1027
0,1,1,0,3297.6,1464,295,6320.2027
0,2,1,2,2304.0,1230,245,3642.1397
0,3,1,2,2302.0,1232,247,3642.1397
0,4,1,2,2302.0,1232,247,3642.1397
0,5,1,2,2302.0,1232,247,3642.1397
0,6,1,1,503.7,14,2,0.2197
0,7,1,1,499.7,18,2,0.30758
0,8,1,1,503.7,14,2,0.2197
0,9,1,1,503.7,14,2,0.2197
0,10,1,2,2567.0,967,194,3360.1027
0,11,3,1,503.7,14,2,0.2197
0,12,1,1,503.7,14,2,0.2197
0,13,1,1,503.7,14,2,0.2197
0,14,1,2,2567.0,967,194,3360.1027
0,15,1,1,503.7,14,2,0.2197
0,16,3,0,3220.6,1541,295,6592.2437
0,17,1,1,503.7,14,2,0.2197
0,18,1,2,2304.0,1230,245,3642.1397
0,19,1,0,3076.6,1685,295,7051.5337
0,20,1,0,3006.6,1755,350,6620.1797
0,21,1,0,3013.6,1748,350,6620.1797
0,22,3,2,2368.0,1166,196,3423.6967
0,23,1,2,2298.0,1236,249,3642.1397
0,24,1,0,3034.6,1727,346,6602.2397
0,25,3,2,2302.0,1232,247,3642.1397
0,26,3,0,3022.6,1739,348,6602.4594
0,27,3,1,503.7,14,2,0.2197
0,28,1,2,2537.0,997,194,3466.0927
0,29,1,0,3131.6,1630,249,6010.2197
0,30,3,1,463.7,54,4,0.2197
0,31,1,1,241.7,276,4,0.2197
0,32,1,2,2567.0,967,194,3360.1027
0,33,1,2,2304.0,1230,245,3642.1397
0,34,1,0,2953.6,1808,247,6519.5894
0,35,1,1,491.7,26,4,0.2197
0,36,3,0,3217.6,1544,293,6609.9087
0,37,1,2,2384.0,1150,194,4006.6417
0,38,1,1,503.7,14,2,0.2197
0,39,1,1,503.7,14,2,0.2197
0,40,1,1,503.7,14,2,0.2197
0,41,1,1,503.7,14,2,0.2197
0,42,1,1,503.7,14,2,0.2197
0,43,1,1,503.7,14,2,0.2197
0,44,1,0,3299.6,1462,293,6320.2027
0,45,1,0,3297.6,1464,295,6320.2027
0,46,1,0,3133.6,1628,247,6010.2197
0,47,1,1,503.7,14,2,0.2197
0,48,1,0,3131.6,1630,249,6010.2197
0,49,1,2,2302.0,1232,247,3642.1397
0,50,1,1,503.7,14,2,0.2197
0,51,1,1,503.7,14,2,0.2197
0,52,1,2,2567.0,967,194,3360.1027
0,53,1,2,2493.0,1041,194,3621.5447
0,54,1,2,2302.0,1232,247,3642.1397
0,55,1,0,3034.6,1727,346,6602.2397
0,56,3,2,2302.0,1232,247,3642.1397
0,57,1,1,503.7,14,2,0.2197
0,58,1,0,3138.6,1623,293,6889.0157
0,59,3,1,503.7,14,2,0.2197
0,60,1,0,3297.6,1464,295,6320.2027
0,61,1,2,2304.0,1230,245,3642.1397
0,62,3,1,503.7,14,2,0.2197
0,63,1,2,2302.0,1232,247,3642.1397
0,64,1,2,2302.0,1232,247,3642.1397
0,65,1,2,2302.0,1232,247,3642.1397
0,66,1,2,2567.0,967,194,3360.1027
0,67,1,2,2567.0,967,194,3360.1027
0,68,1,0,3133.6,1628,247,6010.2197
0,69,1,0,3299.6,1462,293,6320.2027
0,70,3,2,2567.0,967,194,3360.1027
0,71,1,0,3133.6,1628,247,6010.2197
0,72,1,1,503.7,14,2,0.2197
0,73,1,1,503.7,14,2,0.2197
0,74,1,1,503.7,14,2,0.2197
0,75,1,2,2567.0,967,194,3360.1027
0,76,1,0,3157.6,1604,293,6821.8887
0,77,1,0,3133.6,1628,247,6010.2197
0,78,1,0,3133.6,1628,247,6010.2197
