CONFIGURATION:
{u'simulation': {u'stdev_factor': 0.01, u'power_mgmt_enabled': False, u'tasks': {u'loc': {u'mean_service_time': {u'gpu': 90, u'cpu_core': 200, u'loc_accel': 10}, u'priority': 1, u'deadline': 1000, u'stdev_service_time': {u'gpu': 0.9, u'cpu_core': 2.0, u'loc_accel': 0.1}, u'power': {u'gpu': 4.457, u'cpu_core': 6.133, u'loc_accel': 0.02197}}, u'detect': {u'mean_service_time': {u'gpu': 0.4607, u'cpu_core': 3.654, u'det_accel': 0.278}, u'priority': 2, u'deadline': 1000, u'stdev_service_time': {u'gpu': 0.004607, u'cpu_core': 0.03654, u'det_accel': 0.0027800000000000004}, u'power': {u'gpu': 90, u'cpu_core': 200, u'det_accel': 10}}, u'Frontier': {u'mean_service_time': {u'cpu_core': 396}, u'priority': 9, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 3.96}, u'power': {u'cpu_core': 5.98}}, u'track': {u'mean_service_time': {u'gpu': 17, u'tra_accel': 2, u'cpu_core': 1820}, u'priority': 3, u'deadline': 1000, u'stdev_service_time': {u'gpu': 0.17, u'tra_accel': 0.02, u'cpu_core': 18.2}, u'power': {u'gpu': 12.79, u'tra_accel': 0.59, u'cpu_core': 5.6}}, u'sp': {u'mean_service_time': {u'gpu': 379, u'cpu_core': 1004}, u'priority': 11, u'deadline': 1000, u'stdev_service_time': {u'gpu': 3.79, u'cpu_core': 10.040000000000001}, u'power': {u'gpu': 3.302, u'cpu_core': 1004}}, u'mission': {u'mean_service_time': {u'cpu_core': 0.0022}, u'priority': 5, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 2.2000000000000003e-05}, u'power': {u'cpu_core': 3.534}}, u'motion': {u'mean_service_time': {u'cpu_core': 8}, u'priority': 6, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 0.08}, u'power': {u'cpu_core': 4.222}}, u'collision': {u'mean_service_time': {u'cpu_core': 8}, u'priority': 7, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 0.08}, u'power': {u'cpu_core': 0}}, u'fusion': {u'mean_service_time': {u'cpu_core': 1}, u'priority': 4, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 0.01}, u'power': {u'cpu_core': 0}}, u'map': {u'mean_service_time': {u'gpu': 761, u'cpu_core': 973}, u'priority': 10, u'deadline': 1000, u'stdev_service_time': {u'gpu': 7.61, u'cpu_core': 9.73}, u'power': {u'gpu': 3.533, u'cpu_core': 2.995}}, u'path': {u'mean_service_time': {u'cpu_core': 8}, u'priority': 8, u'deadline': 1000, u'stdev_service_time': {u'cpu_core': 0.08}, u'power': {u'cpu_core': 0}}}, u'sched_policy_module': u'policies.ms2_update2', u'drop': True, u'servers': {u'gpu': {u'count': 2}, u'tra_accel': {u'count': 1}, u'cpu_core': {u'count': 8}, u'loc_accel': {u'count': 1}, u'det_accel': {u'count': 1}}, u'max_tasks_simulated': 10000, u'max_queue_size': 1000000, u'mean_arrival_time': 50, u'arrival_time_scale': 2.9}, u'general': {u'random_seed': 0, u'pre_gen_arrivals': False, u'basename': u'policy:ms2_update2__stdev_factor:0.01', u'output_trace_file': None, u'working_dir': u'/home/hiwot/meta-stomp2/sim_16042020_194257_new_arrival_50_map_rheftmapping_50_trace_10', u'input_trace_file': (False, '../mv_mapping_50_trace_10.trc'), u'logging_level': u'INFO'}}

/home/hiwot/meta-stomp2/sim_16042020_194257_new_arrival_50_map_rheftmapping_50_trace_10/../mv_mapping_50_trace_10.trc

Running STOMP simulation...
Dropped,DAG ID,DAG Priority,DAG Type,Slack,Response Time,No-Affinity Time,Energy
0,0,1,1,470.3,14,2,0.2197
0,1,1,0,2992.4,1462,293,6320.2027
0,2,1,0,2990.4,1464,295,6320.2027
0,3,1,1,470.3,14,2,0.2197
0,4,1,0,2826.4,1628,247,6010.2197
0,5,1,1,470.3,14,2,0.2197
0,6,1,1,470.3,14,2,0.2197
0,7,1,1,470.3,14,2,0.2197
0,8,1,1,470.3,14,2,0.2197
0,9,1,1,470.3,14,2,0.2197
0,10,1,0,2992.4,1462,293,6320.2027
0,11,1,2,2339.0,967,194,3360.1027
0,12,1,1,470.3,14,2,0.2197
0,13,1,2,2074.0,1232,247,3642.1397
0,14,1,0,2727.4,1727,346,6602.2397
0,15,1,2,2074.0,1232,247,3642.1397
0,16,1,1,470.3,14,2,0.2197
0,17,1,1,470.3,14,2,0.2197
0,18,1,2,2339.0,967,194,3360.1027
0,19,1,2,2339.0,967,194,3360.1027
0,20,1,2,2074.0,1232,247,3642.1397
0,21,1,0,2727.4,1727,346,6602.2397
0,22,1,2,2074.0,1232,247,3642.1397
0,23,1,0,2961.4,1493,295,6422.6597
0,24,1,1,470.3,14,2,0.2197
0,25,1,2,2339.0,967,194,3360.1027
0,26,1,2,2076.0,1230,245,3642.1397
0,27,1,2,2313.0,993,194,3451.9607
0,28,1,1,470.3,14,2,0.2197
0,29,1,0,2903.4,1551,293,6634.6397
0,30,1,1,470.3,14,2,0.2197
0,31,1,0,2826.4,1628,247,6010.2197
0,32,1,0,2811.4,1643,295,6952.6097
0,33,1,1,470.3,14,2,0.2197
0,34,1,0,2727.4,1727,346,6602.2397
0,35,3,2,2074.0,1232,247,3642.1397
0,36,1,0,2824.4,1630,249,6010.2197
0,37,1,1,470.3,14,2,0.2197
0,38,1,0,2990.4,1464,295,6320.2027
0,39,1,1,470.3,14,2,0.2197
0,40,3,0,2992.4,1462,293,6320.2027
0,41,1,1,470.3,14,2,0.2197
0,42,1,2,2166.0,1140,194,3971.3117
0,43,1,0,2826.4,1628,247,6010.2197
0,44,1,0,2824.4,1630,249,6010.2197
0,45,3,1,470.3,14,2,0.2197
0,46,1,2,2076.0,1230,245,3642.1397
0,47,1,2,2339.0,967,194,3360.1027
0,48,1,2,1948.0,1358,245,4025.4997
0,49,3,0,2915.4,1539,293,6592.2437
0,50,1,0,2725.4,1729,346,6602.28364
0,51,1,1,470.3,14,2,0.2197
0,52,1,0,2826.4,1628,247,6010.2197
0,53,1,0,2725.4,1729,348,6602.2397
0,54,1,1,470.3,14,2,0.2197
0,55,1,1,470.3,14,2,0.2197
0,56,1,2,2339.0,967,194,3360.1027
0,57,1,0,2675.4,1779,346,6757.9797
0,58,1,2,2314.0,992,194,3448.4277
0,59,1,1,470.3,14,2,0.2197
0,60,1,1,468.3,16,4,0.2197
0,61,1,1,468.3,16,2,0.26364
0,62,1,1,470.3,14,2,0.2197
0,63,3,2,2339.0,967,194,3360.1027
0,64,3,2,2339.0,967,194,3360.1027
0,65,1,0,2469.4,1985,251,6010.2197
0,66,1,0,2685.4,1769,251,6010.2197
0,67,1,0,2723.4,1731,295,7231.7167
0,68,1,2,2205.0,1101,194,3833.5247
0,69,1,0,2711.4,1743,346,6697.9197
0,70,1,0,2715.4,1739,346,6662.08364
0,71,1,2,2013.0,1293,249,3642.1397
0,72,1,0,2824.4,1630,249,6010.2197
0,73,1,2,2076.0,1230,245,3642.1397
0,74,1,2,2188.0,1118,194,3893.5857
0,75,1,0,2917.4,1537,293,6585.1777
0,76,1,2,2056.0,1250,245,3702.0397
0,77,1,0,2376.4,2078,346,7653.4847
0,78,1,1,252.3,232,4,0.2197
